name,conferenceName,language,type,year,title,description,link
Богдан Горпинчук,LvivJS,ukranian,,2015,"WebGL: yesterday, today, tomorrow",,https://youtu.be/Z-H6tzpnvrc
Вадим Макеев,LvivJS,russian,,2015,Like real ones! Installing Web Apps,,https://youtu.be/H-zICnt2bXU
Михаил Иванкив,LvivJS,ukranian,,2015,An example of solution with isomorphic architecture,,https://youtu.be/49tnhbmKYE4
Георгий Подсветов,LvivJS,russian,,2015,Modern JavaScript engineer. Think wider.,,https://youtu.be/JhhIisvHMNI
Олексей Прогонный,LvivJS,russian,,2015,"D3.JS tips and trics: export to svg, crossfilter, maps, etc",,https://youtu.be/oi7JhB8eWnA
Роман Кирилич,LvivJS,ukranian,,2015,Modern Web Applications & Browser Support,,https://youtu.be/szXJbkzQko4
Роман Якобчук,LvivJS,ukranian,,2015,Building Isomorphic SPA Using React.Js,,https://youtu.be/W0dcI40Zqn0
Денис Яремов,LvivJS,english,,2016,Using Reflex for offline first applications,,https://youtu.be/vbBY98gZzng
Евгений Алаев,LvivJS,russian,,2016,Creation of native mobile apps with NativeScript and Angular2,,https://youtu.be/A1A-juRw_kE
Андрей Шумада,LvivJS,english,,2016,How to deploy to production 10+ times a day,,https://youtu.be/EVcb6J_Yl28
Роман Лютиков,LvivJS,english,,2016,React Native: Are we there yet?,,https://youtu.be/rahrrfJIh9s
Роман Кирилич,LvivJS,ukranian,,2016,Exploring ways to use ES2015 today,,https://youtu.be/Goi9krFu1Fs
Алексей Распопов,LvivJS,russian,,2016,Flux is dead. Long live Flux!,,https://youtu.be/KPV5rjuMhTg
Максим Климишин,LvivJS,russian,,2016,Modern functional concepts and JavaScript,,https://youtu.be/aCp2j9mT_00
Александр Лапшин,LvivJS,english,,2016,Beauty of everyday tools,,https://youtu.be/79J28-59XFo
Asim Hussain,LvivJS,english,,2017,How to Hack a Node App,,https://youtu.be/za9sS7QV-bw
Александр Герасимов,LvivJS,russian,,2017,Programming Challenge,,https://youtu.be/qCINJTBwMMs
Александр Карлович,LvivJS,russian,,2017,TV in browsers Live Cases,,https://youtu.be/kixgmZd52xs
Андрей Вандакуров,LvivJS,ukranian,,2017,Web is Secure Let's Hack It,,https://youtu.be/h3NG5Mpl384
Антон Немцев,LvivJS,english,,2017,Code Style & Violence,,https://youtu.be/wrZCvEXTFfQ
Артем Архипов,LvivJS,russian,,2017,Building Serverless Applications with Firebase and Google Functions,,https://youtu.be/vhKlVh9EkFg
Дмитрий Тарасенко,LvivJS,russian,,2017,Evolutionary Programming on JS,,https://youtu.be/0CIH4ul9usc
Дмитрий Воробей,LvivJS,russian,,2017,Serverless Architecture Functions as a Service,,https://youtu.be/G7mfnpv-BMA
Игорь Фесенко,LvivJS,russian,,2017,How to Track Success of Your Application,,https://youtu.be/4-c2v6297ak
Martin Splitt,LvivJS,english,,2017,"WebVR, The Next Frontier",,https://youtu.be/_BVovrTqwPM
Александр Павлыщ,LvivJS,russian,,2017,Machines Must Suffer,,https://youtu.be/sP1A4F9UvAk
Роман Лютиков,LvivJS,russian,,2017,Code Transformation for Fun and Profit,,https://youtu.be/2d3Dkjt0uBg
Сергей Мельник,LvivJS,russian,,2017,Serverless Architecture Functions as a Service,,https://youtu.be/cNkKEy2cuc0
Вадим Макеев,LvivJS,english,,2017,Inhuman UI,,https://youtu.be/9vQOy6q9XCY
Елена Жукова,Zlit,russian,,2019,Война полов в IT: миф или реальность,,https://youtu.be/Wt85T0-QVdI
Христина Скопик,Zlit,russian,,2019,A death by a thousand cuts,,https://youtu.be/fcTEmyu_-4U
Ива Козловская,Zlit,russian,,2019,Как забить на «толерантность» и начать жить,,https://youtu.be/7FYBeNDwQE0
Ира Божик,Zlit,russian,,2019,Толерантность и diversity на конференциях: о чем это?,,https://youtu.be/n1sk7lCtLk0
Александра Червонная,Zlit,russian,,2019,Злюка-бобер: как позволять себе злиться и оставаться при этом хорошим,,https://youtu.be/Mmo5hDPCj9o
Марина Серик,Zlit,russian,,2019,"Про опенспейс, тестирование и химиотерапию",,https://youtu.be/qJL48_zGY6c
Наталия Ильченко,Zlit,russian,,2019,Ненасильственная коммуникация,,https://youtu.be/KLGA0fCn3Bo
Александр Кинаш,Zlit,russian,,2019,IT-нытики: проблема отрасли или выбор каждого человека,,https://youtu.be/SKt8fUEwDqs
Миша Сердюк,Zlit,russian,,2019,Мы — одна команда! (пока не закончится стендап),,https://youtu.be/jOyHwS92yeM
Алексей Руденко,Zlit,russian,,2019,Задавай вопросы like a boss,,https://youtu.be/kbLlucxWt1M
Андрей Листочкин,Zlit,russian,,2019,В одной продуктовой компании,,https://youtu.be/auyk8aaCn2E
Анастасия Тихонова,Zlit,russian,,2019,За что IT-бизнес ненавидит разработчиков и клиентов,,https://youtu.be/tMbDFqY9EMk
Ира Лисовская,Zlit,russian,,2019,Толерантность на собеседовании,,https://youtu.be/T1aCQhCjqkc
Артем Денисов,Zlit,russian,,2019,Безразличные здесь не нужны,,https://youtu.be/Tcqc1V6Qhmk
Михаил Боднарчук,Zlit,russian,,2019,Скрытая идеология в программировании: срыв покровов,,https://youtu.be/060JmPGDSBY
Виталий Петренко,Zlit,russian,,2019,Зона комфорта — шизофрения,,https://youtu.be/o4w-zheiC34
Артем Захарченко,Zlit,russian,,2019,5 минут о толерантности от очень не толерантного человека,,https://youtu.be/HQ4ETXivMK8
Владимир Макуха,KharkivCSS,ukranian,,2016,Flexible Box Layout,,https://youtu.be/cr-cFGWsHM8
Денис Переверзев,KharkivCSS,russian,,2016,Grid Layout,,https://youtu.be/MIlL3nzKkRo
Алексей Швайка,KharkivCSS,russian,,2016,Прячем хаки и ускоряем рендеринг с PostCSS,,https://youtu.be/ByFpBtTI4mc
Игорь Зенич,KharkivCSS,russian,,2016,CSS-методологии и реализация тем в больших веб-приложениях,,https://youtu.be/uwlnynpVdW8
Юрий Артюх,KharkivCSS,russian,,2016,Если ты лентяй и верстаешь уже 12 лет,,https://youtu.be/9PNFjPhUK_E
Александр Павлыщ,KharkivCSS,russian,,2016,CSS 5DX,,https://youtu.be/63NxPTZ0Oxs
Денис Яровой,KharkivCSS,russian,,2016,UX решения на практике,,https://youtu.be/ZvEcX0ka1Tg
Антон Немцев,KharkivCSS,russian,,2016,Вы не знаете CSS,,https://youtu.be/O4kiMLPeNGw
Антон Немцев,KharkivCSS,russian,,2017,Что нам стоит дом построить?,,https://youtu.be/okFs-XoZoxY
Евгений Исаков,KharkivCSS,russian,,2017,CSS Selectors,,https://youtu.be/o6cNYFIMOZc
Андрей Бойко,KharkivCSS,russian,,2017,Построение сложных анимационных интерфейсов,,https://youtu.be/GSZUNeE2rkw
Игорь Зенич,KharkivCSS,russian,,2017,Bootstrap 4 уже скоро! Что там?,,https://youtu.be/sYwWmAF7ciQ
Виталий Рыбка,KharkivCSS,russian,,2017,CSS Grid Layout,,https://youtu.be/VEFwmIwbAzA
Аркадий Телышев,KharkivCSS,russian,,2017,Будущее за SVG,,https://youtu.be/sDGZHEQ12QY
Елена Жукова,KharkivCSS,russian,,2017,CSS-переменные,,https://youtu.be/D2o-k0eEDHs
Александр Шпак,KharkivCSS,ukranian,,2017,Velosipedium structuris,,https://youtu.be/6gNg8pTwBFQ
Денис Яровой,KharkivCSS,russian,,2017,Функциональные анимации в вебе,,https://youtu.be/mw_UVQAEW7w
Вадим Макеев,KharkivCSS,russian,,2017,Мой ванильный CSS,,https://youtu.be/7R4VS86S00U
Юрий Артюх,KharkivCSS,russian,,2018,Как анимировать что угодно,,https://youtu.be/Jhx_29mVDO4
Александр Смолянинов,KharkivCSS,russian,,2018,Понижаем порог вхождения в performance ч1,,https://youtu.be/nq4FVxvoO70
Сережа Попов,KharkivCSS,russian,,2018,CSS vs Preprocessors — назад в будущее!,,https://youtu.be/jNoQGfys7Xc
Денис Мещеряков,KharkivCSS,russian,,2018,Email Templates,,https://youtu.be/QhUIZCJE-Tk
Ксения Буркун,KharkivCSS,russian,,2018,Анимации для души и пользы,,https://youtu.be/QgLgzRyd7KE
Андрей Бойко,KharkivCSS,russian,,2018,Использование GSAP в реальных проектах,,https://youtu.be/_63sz4aHrFo
Сережа Переверзев,KharkivCSS,russian,,2018,"Бэмили-бэмили и, наконец, забэмили!",,https://youtu.be/kGgsrUZ73Xc
Сергей Бабич,KharkivCSS,ukranian,,2018,Як готується CSS або бюрократичні казки про Комітет і Чорнетку,,https://youtu.be/n3ztNlbJjq4
Александр Свистун,KharkivCSS,russian,,2018,"Оптимизация изображений или ""Размер имеет значение""",,https://youtu.be/VtyO2tM0kow
Евгений Исаков,KharkivCSS,russian,,2018,HTML5 Elements and their styling,,https://youtu.be/A92UKmIdvBw
Виталий Рыбка,KharkivCSS,russian,,2018,Автостопом по CSS Style Guide Галактике,,https://youtu.be/dNcb3QtkmnU
Тимофей Лавринюк,KharkivCSS,russian,,2018,Styled Components: CSS без .css,,https://youtu.be/YBk6FPlgVjk
Эдуард Третьяков,KyivJS,russian,,2018,Sensing Your World With Espruino,,https://youtu.be/sGK3FhAnAZk
Тимур Шемсединов,KyivJS,russian,,2018,Metarhia Will Come - Order Will Bring,,https://youtu.be/pFULDKyyqp8
Алексей Орленко,KyivJS,russian,,2018,Metarhia Will Come - Order Will Bring,,https://youtu.be/pFULDKyyqp8
Марк Орел,KyivJS,ukranian,,2018,Try catch me if you can,,https://youtu.be/GC-E8qIYchE
Кирилл Яковенко,KyivJS,russian,,2018,Set/WeakSet,,https://youtu.be/Wfg-_ljqaTA
Григорий Шехет,KyivJS,russian,,2018,Frontend Digest,,https://youtu.be/1DsYgEPTUrA
Кристина Ландвитович,KyivJS,english,,2018,Learn how to create indie games using HTML5,,https://youtu.be/1KPX2a-bdZ0
Виталий Акимов,KyivJS,russian,,2018,Async Generators: Новые возможности для разработки Web-приложений,,https://youtu.be/nqmEfPQoG8w
Андрей Саломатин,KyivJS,russian,,2018,API дизайн уроки известных проектов,,https://youtu.be/xrpZZBphcPA
Виктор Гаврилин,KyivJS,russian,,2018,Server Driven Rendering,,https://youtu.be/my5xiCC-L8g
Макс Безуглый,KyivJS,russian,,2018,Изобретать велосипед,,https://youtu.be/IMbK2CiYtxo
Наталья Теплухина,KyivJS,russian,,2019,Making Vue app reactive with RxJS,,https://youtu.be/Ny1_s9OHg1M
Виктор Турский,KyivJS,russian,,2019,Yet another JSON RPC library?,,https://youtu.be/84Y5n32tX5E
Иван Акулов,KyivJS,russian,,2019,Building quick apps in 2019,,https://youtu.be/kNpBcA5GrcU
Антон Веринов,KyivJS,russian,,2019,npm explore npm,,https://youtu.be/RRAQXLaBCEk
Григорий Шехет,KyivJS,russian,,2019,Эстимирование,,https://youtu.be/xu7cBk-STx4
Микола Олексієнко,KyivJS,urkanian,,2019,Mrr: Make React Reactive,,https://youtu.be/9Mv83tUvbxk
Алексей Распопов,KyivJS,russian,,2019,Трогательный интерфейс,,https://youtu.be/9fg7yfUf9Kc
Кристина Ландвитович,KyivJS,urkanian,,2019,Animation in the Air,,https://youtu.be/Wqn_kmMpCGc
Станислав Слесарев,KyivJS,russian,,2019,Code Ownership,,https://youtu.be/ICZsVKgbMe8
Максим Донченко,KyivJS,russian,,2019,Using WebStorm like a pro,,https://youtu.be/dxSQQufii3s
Иван Лаврив,KyivJS,english,,2015,Data Access with OrbitJS,,https://youtu.be/uNqejKSsD3k
Борис Романчук,KyivJS,english,,2015,Why can't I…?,,https://youtu.be/E0oIKEpOs58
Андрей Шумада,KyivJS,english,,2015,Let's play Tank.ly,,https://youtu.be/y8EDS_EzAXk
Роман Лютиков,KyivJS,english,,2015,ClojureScript for JavaScript developers,,https://youtu.be/cOejm16mCUU
Алексей Распопов,KyivJS,english,,2015,Async Await,,https://youtu.be/nL6DaBJd9Qk
Артем Сучев,KyivJS,english,,2015,Learning how to learn,,https://youtu.be/ODAufmZ06TA
Илья Климов,KyivJS,english,,2017,TurboFan: yet another optimization engine,,https://youtu.be/VUyqHzF1yXM
Валерий Сорокобатько,KyivJS,russian,,2017,Why I love Create React App,,https://youtu.be/7BH9ZSld0B0
Григорий Шехет,KyivJS,english,,2017,Styling React App or CSS in JS,,https://youtu.be/qqWHPEkfmrc
Андрей Шумада,KyivJS,english,,2017,"Dude, where are my logs?",,https://youtu.be/g14rXXDn8kk
Стас Гаврилов,KyivJS,english,,2017,Adopting React.Children,,https://youtu.be/4-U2sEMPMR0
Юрий Ткаченко,KyivJS,russian,,2017,Web Application Messaging Protocol,,https://youtu.be/4-U2sEMPMR0?t=690
Алексей Распопов,KyivJS,russian,,2017,React Coroutine,,https://youtu.be/4-U2sEMPMR0?t=1110
Андрей Серков,KyivJS,russian,,2017,Telegram Bots,,https://youtu.be/4-U2sEMPMR0?t=2072
Кирилл Яковенко,KyivJS,russian,,2017,No title,,https://youtu.be/4-U2sEMPMR0?t=2530
Роман Сенин,KyivJS,russian,,2017,Essential Glimmer,,https://youtu.be/4wnbCtDZINQ
Евгений Филатов,KyivJS,russian,,2017,Offline First,,https://youtu.be/1_q9zVRTx8U
Алексей Швайка,KyivJS,russian,,2017,Modern Regexp,,https://youtu.be/5yq8quaYMak
Иван Зусько,KyivJS,ukranian,,2017,Your own npm package,,https://youtu.be/sjG-1c9s86I
Григорий Шехет,KyivJS,russian,,2017,CSS in JS Benchmarks,,https://youtu.be/m9k2Kkg82do
Сергей Фролов,KyivJS,russian,,2017,PWA. Service-Worker. Application,,https://youtu.be/i2OOIyzEqvE
Юрий Ярош,KyivJS,russian,,2017,"To ORM or not to Orm, Is there a life without it?",,https://youtu.be/h3oRLWsPaG8
Денис Стоянов,KyivJS,russian,,2017,Principles of Functional Programming in JavaScript,,https://youtu.be/xom2TdaZPAI
Леонтий Грабовецький,KyivJS,ukranian,,2017,Make Ukrainian Great Again,,https://youtu.be/WMJyKXIafsM
Евгейни Кожура,KyivJS,russian,,2017,Making Beats with Web Audio and RxJS,,https://youtu.be/RyP5rqdmnlg
Кирилл Яковенко,KyivJS,russian,,2017,New Babel Plugin - Transform CSSTag,,https://youtu.be/hd_hoMZ2wn0
Станислав Слесарев,KyivJS,russian,,2017,Streams in Node.js and why they're good,,https://youtu.be/lGZze5YFK5U
Алексей Распопов,KyivJS,russian,,2017,Something about e2e testing,,https://youtu.be/LEtVX4VDqAU
Сергей Пчелинцев,KyivJS,russian,,2017,0 to xyz-webpack-plugin@0.1.0,,https://youtu.be/qDt2JKvFkFA
Виталий Ратушный,KyivJS,russian,,2017,Vue Bisuness First,,https://youtu.be/SJ5bBP6L_AU?t=445
Марк Орел,KyivJS,ukranian,,2017,"The server is dead, long live the Lambda",,https://youtu.be/SJ5bBP6L_AU?t=2996
Филипп Шурпик,KyivJS,russian,,2017,From JS to Computer Vision,,https://youtu.be/SJ5bBP6L_AU?t=5146
Алексей Макодзеба,KyivJS,russian,,2017,Почему мы делаем свой видеоплеер,,https://youtu.be/rv-5FtJxNic?t=633
Григорий Шехет,KyivJS,russian,,2017,Holly Wars in a Typings World,,https://youtu.be/rv-5FtJxNic?t=2984
Антон Веринов,KyivJS,russian,,2017,Cache Already Done,,https://youtu.be/rv-5FtJxNic?t=5241
Андрей Кришталь,KyivJS,russian,,2017,Networking for Dummies,,https://youtu.be/rv-5FtJxNic?t=6401
Алексей Распопов,KyivJS,russian,,2017,"Модели данных. Бесплатно, без СМС",,https://youtu.be/rv-5FtJxNic?t=7186
Asia,KyivJS,english,,2017,How remote works is changing the world,,https://youtu.be/eKS24EZPYyI?t=315
Марк Орел,KyivJS,english,,2017,East or West remote is the best,,https://youtu.be/eKS24EZPYyI?t=2262
Александр Скачков,KyivJS,russian,,2017,WebAssembly Overview,,https://youtu.be/ORi-6-KXUHQ
Martin Splitt,VinnytsiaJS,english,,2016,JavaScript: The awesome parts,,https://youtu.be/wQuG094IdEw
Алексей Волков,VinnytsiaJS,russian,,2016,Hidden capabilities of well-known things,,https://youtu.be/mG10Hnrryhc
Евгений Шемет,VinnytsiaJS,russian,,2016,"React, Redux and immutable state",,https://youtu.be/HWTqxAUCBsI
Андрей Дерен,VinnytsiaJS,russian,,2016,Node.js – running JavaScript on-earth and in-cloud,,https://youtu.be/_cdKDhoAYvk
Дмитрий Голиш,VinnytsiaJS,russian,,2016,Smart Office - the practical application of IoT in JS development,,https://youtu.be/qWHMK_uHT4I
Денис Влассенко,VinnytsiaJS,russian,,2016,Asyncable ESMAScript,,https://youtu.be/ocaV1zZZcAs
Иван Лаврив,VinnytsiaJS,ukranian,,2016,Types vs Types in Javascript,,https://youtu.be/x7fnpMN7z3U
Евгений Пинкал,VinnytsiaJS,ukranian,,2016,Realtime HTML5 Canvas Drawing,,https://youtu.be/_LMIEPoGxNU
Артем Захарченко,VinnytsiaJS,russian,,2016,Frontend Performance Metrics. Measure First. Measure Often,,https://youtu.be/mUG0iVj3Bb0
Martin Splitt,VinnytsiaJS,english,,2016,WTF - WebGL The Fundamentals,,https://youtu.be/C79DDrEIpys
Alexander Lyabah,VinnytsiaJS,english,,2016,Do you have to play coding games if you are a professional coder?,,https://youtu.be/aMWg4FgmfYI
Алексей Швайка,VinnytsiaJS,russian,,2016,Better API wrappers with Proxies,,https://youtu.be/hxQW7tcPQ2s
Роман Лютиков,VinnytsiaJS,russian,,2016,React Native: Are we there yet,,https://youtu.be/o2_qDphpjlQ
Денис Яремов,VinnytsiaJS,english,,2016,Offline-First Almighty or one big reason why our web-applications suck,,https://youtu.be/u5PPiWwojDY
Ноколай Алименков,VinnytsiaJS,russian,,2017,The portrait of professional developer 3.0,,https://youtu.be/Z48yWbWuU78
Денис Влассенко,VinnytsiaJS,russian,,2017,Decorating JavaScript,,https://youtu.be/I9O25eXZGh4
Денис Влассенко,VinnytsiaJS,russian,,2017,AMP - Accelerated Mobile Pages. Making the Web Fast and Compelling,,https://youtu.be/GDN2j3vHtJI
Никита Галкин,VinnytsiaJS,russian,,2017,Docker for Node.js Developer,,https://youtu.be/Es0uBQOiEw4
Артем Денисов,VinnytsiaJS,russian,,2017,Perf again? Let's play fonts,,https://youtu.be/0e0QrcHslAA
Елена Жукова,VinnytsiaJS,russian,,2017,Strict JavaScript,,https://youtu.be/XJiRqW2Gf6o
Денис Кузин,VinnytsiaJS,russian,,2017,Custom CLI tools in the project,,https://youtu.be/K1HEd0uUEXo
Борис Могила,VinnytsiaJS,ukranian,,2017,PWA - native apps power in web,,https://youtu.be/Teix6SA1FbU
Остап Червак,VinnytsiaJS,ukranian,,2017,NestJS. When patterns matters,,https://youtu.be/Z9KkMRd8Blc
Константин Гришин,VinnytsiaJS,russian,,2017,Project experience in Angular2+,,https://youtu.be/4TwvQIIOCH8
Андрей Дерен,VinnytsiaJS,russian,,2017,Serverless applications with cross-cloud experience,,https://youtu.be/yfJcrEvQnJg
Евгений Шемет,VinnytsiaJS,russian,,2017,React Next - Fiber and Some other neat things,,https://youtu.be/SbWFMoZDxdA
Андрей Кучеренко,VinnytsiaJS,russian,,2017,Multipackages applications: what? why? when?,,https://youtu.be/EO2qjHwgfPo
Александр Павлыщ,VinnytsiaJS,russian,,2017,Machines Must Suffer!,,https://youtu.be/4WLuNX2lPx0
Евгений Шемет,VinnytsiaJS,russian,,2018,React … wait for it … Suspense,,https://youtu.be/a2NLPMgtaYc
Александр Решетник,VinnytsiaJS,russian,,2018,REST API design good practices,,https://youtu.be/yR5sBW6Ii7I
Дмитрий Терещенко,VinnytsiaJS,russian,,2018,Functional programming: Give it a chance!,,https://youtu.be/M-rRkTAj5wg
Роман Лютиков,VinnytsiaJS,russian,,2018,Programming rich UIs without JavaScript? Easy-peasy,,https://youtu.be/5IQVSJQvlEE
Елена Шаровар,VinnytsiaJS,russian,,2018,Time Zones for JS (and not only JS) developers,,https://youtu.be/h1jlwEIByLg
Gabriel Micko,VinnytsiaJS,english,,2018,WebRTC from Zero to Hero,,https://youtu.be/PVIrW8XFYdM
Павел Юхнович,VinnytsiaJS,russian,,2018,Growing as a developer,,https://youtu.be/GvgNye4j4vw
Виталий Бобров,VinnytsiaJS,russian,,2018,Make the Web Brighter with the CSS Paint API,,https://youtu.be/Gfq5Ut3r6Bw
Борис Могила,VinnytsiaJS,ukranian,,2018,Easy way to WebVR,,https://youtu.be/ie00uBz0KQU
Виталий Савчук,VinnytsiaJS,ukranian,,2018,Real server-side rendering with Vue,,https://youtu.be/xSKSH27Zczo
Андрей Кучеренко,VinnytsiaJS,russian,,2018,Copy/Paste detector for source code on JavaScript,,https://youtu.be/oRO6i2JKmDY
Артем Палий,VinnytsiaJS,russian,,2018,Migration Web (Angular) to Mobile Development (React Native),,https://youtu.be/jcBnC8LZHoU
Роман Лютиков,VinnytsiaJS,russian,,2018,Clojure - Modern Lisp,,https://youtu.be/eb3hDv_CuD8
Сергей Костырко,VinnytsiaJS,russian,,2018,Going big with MobX,,https://youtu.be/YOfmlbT-s5M
Елена Жукова,VinnytsiaJS,russian,,2018,All in client GraphQL,,https://youtu.be/_-NJVzZ9b6g
Виталий Петренко,Kharkiv Frontend,russian,,2017,Как самому написать Boilerplate для верстки на Gulp и Webpack и не сойти с ума?,,https://youtu.be/MiCzHtgQIqs
Олег Момот,Kharkiv Frontend,russian,,2017,GraphQL. Еще одна JavaScript библиотека? Зачем?,,https://youtu.be/9cClYOn8pq8
Дарья Лиманская,Kharkiv Frontend,russian,,2017,D3.js - инструмент для работы с данными,,https://youtu.be/y0PE63mYGiw
Александра Калинина,Kharkiv Frontend,russian,,2017,Service Worker на проде,,https://youtu.be/QWt3HSrqXw4
Александр Смолянинов,Kharkiv Frontend,russian,,2017,Как заработать на accessibility?,,https://youtu.be/XI6Y7HHURpo
Вячеслав Чуб,Kharkiv Frontend,russian,,2017,Свежий взгляд на KISS,,https://youtu.be/BweUe7V-xLQ
Влад Антипенко,Kharkiv Frontend,russian,,2018,Контекст наложения - кто ты?,,https://youtu.be/0-FR5nkHlYU
Дарья Лиманская,Kharkiv Frontend,russian,,2018,"Grafana и Frontend, кастомная визуализация серверной инфраструктуры",,https://youtu.be/ZyUHzLylcGA
Максим Нечесонов,Kharkiv Frontend,russian,,2018,It's a test!,,https://youtu.be/ArItIDpVL58
Елена Шаровар,Kharkiv Frontend,russian,,2018,Безопасность веб-приложений,,https://youtu.be/0BwpXOTj_P0
Алексей Стрельников,Kharkiv Frontend,russian,,2018,Расставим сети. CSS Grid Layout module.,,https://youtu.be/TPz5MSS0Gy4
Максим Корабельский,Kharkiv Frontend,russian,,2018,Functional Programming in JS,,https://youtu.be/NEVTBVFRk6Y
Богдан Рязанов,Kharkiv Frontend,russian,,2018,Не доверяй входящим данным. Или что такое XSS,,https://youtu.be/A5qriMIS9O0
Вячеслав Чуб,Kharkiv Frontend,russian,,2018,О чем молчат тесты,,https://youtu.be/tphlt_UVS5E
Максим Корабельский,Kharkiv Frontend,russian,,2018,NodeJS. What is the secret?,,https://youtu.be/g5WPzwIB1RI
Артур Торосян,Kharkiv Frontend,russian,,2018,Event loop. Что это и с чем его едят?,,https://youtu.be/G2Y9sdoZebQ
Олег Момот,Kharkiv Frontend,russian,,2018,Короткое замыкание в JavaScript,,https://youtu.be/IrBxWPFnmMQ
Виталий Киктёв,Kharkiv Frontend,russian,,2018,Потоки данных в Node.js,,https://youtu.be/UYZUE1vQ0js
Александра Калинина,Kharkiv Frontend,russian,,2018,Может пора отказаться от тестов?,,https://youtu.be/_nSUQXGW-hk
Виталий Ратушный,Kharkiv Frontend,russian,,2018,State management with a shape of Vue,,https://youtu.be/4GE14lOpRCo
Martin Splitt,JavaScript fwdays,english,,2019,Technical SEO for JavaScript developers,,https://youtu.be/vjj8B4sq0UI
Алексей Куприяненко,JavaScript fwdays,russian,,2019,The State of Modern JavaScript and Web in 2020 - Real use cases,,https://youtu.be/aIubXx6vEr8
Макс Корецкий,JavaScript fwdays,russian,,2019,Why are Angular and React so fast?,,https://youtu.be/ww7LBKx1CEk
Martin Splitt,JavaScript fwdays,english,,2019,A short history of the web,,https://youtu.be/t8styEcp8tA
Stefan Judis,JavaScript fwdays,english,,2019,HTTP headers for the responsible developer,,https://youtu.be/1jD7dBsg_Nw
Тимофей Лавринюк,JavaScript fwdays,russian,,2019,How we have been developing an Offline First app using Persistent Storage,,https://youtu.be/YDKYVk7HjyE
Наталья Теплухина,JavaScript fwdays,english,,2019,How to train your Vue CLI plugin,,https://youtu.be/QZ-WAG2oY8c
Юрий Артюх,JavaScript fwdays,russian,,2019,One simple animation explained,,https://youtu.be/mFSTdI0kjj0
Maciej Treder,JavaScript fwdays,english,,2019,"Server-side rendering with Angular—be faster and more SEO, CDN and user-friendly!",,https://youtu.be/J42mqpVsg0k
Вадим Макеев,JavaScript fwdays,russian,,2019,Shrink an elephant into a fly,,https://youtu.be/oJ2G2uZgNXY
Илья Климов,JavaScript fwdays,russian,,2019,JS on Server: To be or not to be?,,https://youtu.be/kbLVYiF5-MM
Filip Rakowski,JavaScript fwdays,english,,2019,Web Performance in modern JavaScript world,,https://youtu.be/vr0JiQFflmc
Виталий Бобров,JavaScript fwdays,russian,,2019,Lost in Space: Web Apps and A11Y,,https://youtu.be/b0EhpIQ9F_c
Никита Галкин,JavaScript fwdays,russian,,2019,Looking for the right tech stack for GraphQL application,,https://youtu.be/pGsrnZWtf1M
Chris Gannon,JavaScript fwdays,english,,2019,The Almighty Rabbit Hole,,https://youtu.be/4M0zjUo-oUU
Алена Демиденко,JavaScript fwdays,english,,2019,Beyond The Limitations of Frontend—Onto Fullstack Journey!,,https://youtu.be/qu1X-jyRyyM
Александр Соловьев,JavaScript fwdays,russian,,2019,"REPL, do you speak it",,https://youtu.be/ry0a5NH9D20
Shmuela Jacobs,JavaScript fwdays,english,,2019,Reactive Powered: RxJS with Angular Forms,,https://youtu.be/MrhrMF3zq_A
Алексей Левжинский,JavaScript fwdays,russian,,2019,Solving behavioral complexity with FRP,,https://youtu.be/WYmZA485zaw
Christian Heilmann,JavaScript fwdays,english,,2019,Hinting at a better web,,https://youtu.be/8Cp_XX55-G0
